Dispatcher,Trip Type,Call Date,Call Time,Year,Month,Day,Hour,Minute,Second,Call Time,Drop off Location,No. of Passengers,Driver,Driver assign time,Pickup time,Dropped off time,Student wait time,Cancelled(Y/N),Multiple Calls(Y/N),No Show(Y/N),Scheduled trip(Y/N),Comments
JMILLER,Web/Mobile App,8/24/13,23:13:00,2013,8,24,23,13,0,11:13:00 PM,Cedar And Henry,1,190,23:24,23:38,23:42,0:25,,,,,
JMILLER,Web/Mobile App,8/24/13,23:19:26,2013,8,24,23,19,26,11:19:26 PM,Shattuck And Virginia,4,,,,,,Y,,,,
JMILLER,Web/Mobile App,8/24/13,23:22:04,2013,8,24,23,22,4,11:22:04 PM,University Avenue and Martin Luther King Jr Way,1,190,23:23,,,,,,Y,,
JMILLER,Web/Mobile App,8/24/13,23:28:34,2013,8,24,23,28,34,11:28:34 PM,Prospect And Bancroft,1,201,23:30,23:44,0:13,0:16,,,,,
JMILLER,Manual,8/24/13,23:29:13,2013,8,24,23,29,13,11:29:13 PM,Stern,1,201,23:30,23:50,0:13,0:21,,,,,
JMILLER,Manual,8/24/13,23:31:05,2013,8,24,23,31,5,11:31:05 PM,Unit 3 Courtyard,1,190,23:54,0:02,0:05,0:31,,,,,
JMILLER,Automated Phone,8/24/13,23:34:18,2013,8,24,23,34,18,11:34:18 PM,Unit 2 Haste Side,2,183,23:35,,,,Y,,,,
JMILLER,Manual,8/24/13,23:34:42,2013,8,24,23,34,42,11:34:42 PM,University And Mlk,1,190,0:05,0:12,0:32,0:37,,,,,
JMILLER,Automated Phone,8/24/13,23:40:03,2013,8,24,23,40,3,11:40:03 PM,Piedmont And Dwight,4,190,23:42,23:50,23:54,0:09,,,,,
JMILLER,Manual,8/24/13,23:46:37,2013,8,24,23,46,37,11:46:37 PM,Stern,1,190,0:05,0:10,0:32,0:24,,,,,
JMILLER,Automated Phone,8/24/13,23:48:26,2013,8,24,23,48,26,11:48:26 PM,Channing And College,1,183,0:24,0:38,0:48,0:49,,,,,
JMILLER,Manual,8/24/13,23:51:58,2013,8,24,23,51,58,11:51:58 PM,Unit 2 Courtyard,1,190,0:05,,,,Y,,,,
JMILLER,Automated Phone,8/24/13,23:57:26,2013,8,24,23,57,26,11:57:26 PM,Telegraph Avenue and Dwight Place,1,190,0:34,,,,Y,,,,
JMILLER,Automated Phone,8/25/13,0:00:16,2013,8,25,0,0,16,12:00:16 AM,Shattuck And Haste,2,183,0:03,,,,Y,,,,
JMILLER,Web/Mobile App,8/25/13,0:04:28,2013,8,25,0,4,28,12:04:28 AM,Berkeley And Henry,1,154,1:04,1:19,1:20,1:14,,,,,
JMILLER,Automated Phone,8/25/13,0:06:02,2013,8,25,0,6,2,12:06:02 AM,Shattuck And University,1,154,1:05,,,,Y,,,,
JMILLER,Automated Phone,8/25/13,0:07:08,2013,8,25,0,7,8,12:07:08 AM,College And Durant,1,190,0:33,0:55,1:10,0:48,,,,,
JMILLER,Web/Mobile App,8/25/13,0:09:34,2013,8,25,0,9,34,12:09:34 AM,Casa Zimbabwe,1,154,1:05,1:22,1:22,1:12,,,,,
JMILLER,Web/Mobile App,8/25/13,0:09:44,2013,8,25,0,9,44,12:09:44 AM,Cedar And Henry,1,190,1:10,1:19,1:20,1:10,,,,,
JMILLER,Web/Mobile App,8/25/13,0:12:20,2013,8,25,0,12,20,12:12:20 AM,Bowles Hall,2,159,0:52,0:56,1:08,0:43,,,,,
JMILLER,Automated Phone,8/25/13,0:12:58,2013,8,25,0,12,58,12:12:58 AM,Francisco And Mlk,1,190,1:10,1:19,1:20,1:06,,,,,
JMILLER,Web/Mobile App,8/25/13,0:22:31,2013,8,25,0,22,31,12:22:31 AM,Channing And Fulton,1,190,0:33,0:44,1:10,0:21,,,,,
JMILLER,Web/Mobile App,8/25/13,0:22:45,2013,8,25,0,22,45,12:22:45 AM,College And Haste,1,159,1:05,1:11,1:11,0:48,,,,,
JMILLER,Automated Phone,8/25/13,0:23:26,2013,8,25,0,23,26,12:23:26 AM,Dwight And College,3,159,1:21,,,,Y,,,,
JMILLER,Automated Phone,8/25/13,0:25:31,2013,8,25,0,25,31,12:25:31 AM,Foothill Hillside,1,190,1:37,1:51,1:58,1:25,,,,,
JMILLER,Manual,8/25/13,0:26:29,2013,8,25,0,26,29,12:26:29 AM,Calfornia Memorial Stadium,1,159,0:51,1:00,1:08,0:34,,,,,
JMILLER,Manual,8/25/13,0:26:32,2013,8,25,0,26,32,12:26:32 AM,Oxford And Allston,1,159,0:51,0:56,1:08,0:30,,,,,
JMILLER,Web/Mobile App,8/25/13,0:26:39,2013,8,25,0,26,39,12:26:39 AM,Spruce And Hearst,1,159,0:51,1:11,1:11,0:44,,,,,
JMILLER,Automated Phone,8/25/13,0:27:22,2013,8,25,0,27,22,12:27:22 AM,Channing And Piedmont,1,154,0:43,0:56,1:04,0:28,,,,,
JMILLER,Web/Mobile App,8/25/13,0:28:30,2013,8,25,0,28,30,12:28:30 AM,Prospect And Channing,1,190,1:10,1:24,1:25,0:56,,,,,
JMILLER,Web/Mobile App,8/25/13,0:31:58,2013,8,25,0,31,58,12:31:58 AM,Shattuck And University,3,154,0:43,1:04,1:04,0:32,,,,,
JMILLER,Automated Phone,8/25/13,0:32:38,2013,8,25,0,32,38,12:32:38 AM,CKC South,2,154,0:43,0:49,0:52,0:16,,,,,
JMILLER,Automated Phone,8/25/13,0:38:24,2013,8,25,0,38,24,12:38:24 AM,CKC Horseshoe,1,201,1:12,,,,Y,,,,
JMILLER,Web/Mobile App,8/25/13,0:39:15,2013,8,25,0,39,15,12:39:15 AM,Recreational sports facility,2,154,1:30,,,,Y,,,,
JMILLER,Automated Phone,8/25/13,0:44:27,2013,8,25,0,44,27,12:44:27 AM,Regent And Derby,1,159,1:21,,,,Y,,,,
JMILLER,Web/Mobile App,8/25/13,0:44:31,2013,8,25,0,44,31,12:44:31 AM,Stern Hall,1,190,1:37,1:53,1:58,1:09,,,,,
JMILLER,Web/Mobile App,8/25/13,0:54:49,2013,8,25,0,54,49,12:54:49 AM,2562 Leconte,1,,1:39,1:49,2:01,0:54,,,,,
JMILLER,Web/Mobile App,8/25/13,0:57:17,2013,8,25,0,57,17,12:57:17 AM,2116 Allston,1,159,2:09,2:15,2:16,1:17,,,,,
JMILLER,Web/Mobile App,8/25/13,0:58:12,2013,8,25,0,58,12,12:58:12 AM,Virginia And Le Roy,1,,2:11,2:10,,1:12,Y,,,,
JMILLER,Web/Mobile App,8/25/13,1:01:17,2013,8,25,1,1,17,1:01:17 AM,Hillside Avenue and Prospect Street,1,159,1:20,1:30,1:48,0:29,,,,,
JMILLER,Automated Phone,8/25/13,1:04:51,2013,8,25,1,4,51,1:04:51 AM,Foothill Hillside,1,190,1:10,1:24,1:25,0:19,,,,,
JMILLER,Automated Phone,8/25/13,1:06:36,2013,8,25,1,6,36,1:06:36 AM,Foothill Hillside,2,,2:11,,,,Y,,,,
JMILLER,Web/Mobile App,8/25/13,1:12:20,2013,8,25,1,12,20,1:12:20 AM,Euclid And Hilgard,1,154,1:30,1:49,1:49,0:36,,,,,
JMILLER,Web/Mobile App,8/25/13,1:12:59,2013,8,25,1,12,59,1:12:59 AM,Garber Street and Piedmont Avenue,1,159,2:16,2:21,2:29,1:08,,Y,,,
JMILLER,Automated Phone,8/25/13,1:18:51,2013,8,25,1,18,51,1:18:51 AM,Hearst Avenue and Le Conte Avenue,1,159,2:26,2:32,2:51,1:13,,,,,
JMILLER,Automated Phone,8/25/13,1:25:29,2013,8,25,1,25,29,1:25:29 AM,Benvenue And Derby,4,154,2:26,2:30,2:34,1:04,,,,,
JMILLER,Web/Mobile App,8/25/13,1:29:02,2013,8,25,1,29,2,1:29:02 AM,CKC Horseshoe,1,201,1:29,1:51,1:51,0:22,,,,,
JMILLER,Web/Mobile App,8/25/13,1:35:07,2013,8,25,1,35,7,1:35:07 AM,Blake And Fulton,1,,,,,,Y,,,,
JMILLER,Automated Phone,8/25/13,1:35:28,2013,8,25,1,35,28,1:35:28 AM,California Street and Addison Street,2,159,1:53,1:59,2:12,0:24,,,,,
JMILLER,Automated Phone,8/25/13,1:37:08,2013,8,25,1,37,8,1:37:08 AM,Foothill Hillside,1,154,2:15,,,,Y,,,,
JMILLER,Automated Phone,8/25/13,1:38:00,2013,8,25,1,38,0,1:38:00 AM,CKC Horseshoe,1,154,1:57,2:01,2:14,0:23,,,,,
JMILLER,Web/Mobile App,8/25/13,1:41:17,2013,8,25,1,41,17,1:41:17 AM,Recreational sports facility,1,190,2:27,2:35,2:42,0:53,,,,,
JMILLER,Manual,8/25/13,1:47:31,2013,8,25,1,47,31,1:47:31 AM,Parker And Fulton,1,154,2:35,,,,Y,,,,
JMILLER,Manual,8/25/13,1:49:42,2013,8,25,1,49,42,1:49:42 AM,Channing And College,1,154,2:04,2:13,2:14,0:23,,,,,
JMILLER,Web/Mobile App,8/25/13,1:49:49,2013,8,25,1,49,49,1:49:49 AM,Rose Street and Oxford Street,1,154,1:57,2:01,2:14,0:11,,,,,
JMILLER,Automated Phone,8/25/13,1:51:58,2013,8,25,1,51,58,1:51:58 AM,Hoyt,1,159,2:30,2:35,2:51,0:43,,,,,
JMILLER,Manual,8/25/13,1:54:55,2013,8,25,1,54,55,1:54:55 AM,Blake And Ellsworth,3,190,2:28,2:35,2:42,0:40,,,,,
LWANG,Web/Mobile App,8/25/13,1:55:25,2013,8,25,1,55,25,1:55:25 AM,University Avenue and Sacramento Street,1,154,2:57,2:51,3:22,0:55,,,,,
JMILLER,Manual,8/25/13,1:55:40,2013,8,25,1,55,40,1:55:40 AM,Hearst And Leconte,1,159,2:27,,,,Y,Y,,,
JMILLER,Manual,8/25/13,1:57:44,2013,8,25,1,57,44,1:57:44 AM,California Street and Addison Street,1,,2:28,2:41,2:51,0:43,,,,,
JMILLER,Automated Phone,8/25/13,1:58:23,2013,8,25,1,58,23,1:58:23 AM,Unit 2 Courtyard,1,154,2:15,2:23,2:23,0:25,,,,,
JMILLER,Manual,8/25/13,2:00:43,2013,8,25,2,0,43,2:00:43 AM,Foothill Hillside,3,,2:28,2:34,2:36,0:33,,,,,
JMILLER,Web/Mobile App,8/25/13,2:03:07,2013,8,25,2,3,7,2:03:07 AM,tang center,1,,,,,,Y,,,,
LWANG,Automated Phone,8/25/13,2:04:05,2013,8,25,2,4,5,2:04:05 AM,Unit 2 College Side,1,159,3:18,3:22,3:29,1:18,,,,,
JMILLER,Web/Mobile App,8/25/13,2:07:32,2013,8,25,2,7,32,2:07:32 AM,Virginia And Leroy,1,154,2:45,2:55,2:55,0:47,,,,,
JMILLER,Web/Mobile App,8/25/13,2:09:29,2013,8,25,2,9,29,2:09:29 AM,College And Haste,1,,2:29,2:39,2:51,0:29,,,,,
LWANG,Manual,8/25/13,2:13:20,2013,8,25,2,13,20,2:13:20 AM,Hearst And Oxford,3,190,2:42,2:53,3:10,0:39,,,,,
LWANG,Automated Phone,8/25/13,2:14:19,2013,8,25,2,14,19,2:14:19 AM,Ashby And Shattuck,1,154,3:31,3:35,3:53,1:21,,,,,
LWANG,Manual,8/25/13,2:15:19,2013,8,25,2,15,19,2:15:19 AM,Euclid And Ridge,4,190,3:20,3:27,3:31,1:12,,,,,
LWANG,Automated Phone,8/25/13,2:15:31,2013,8,25,2,15,31,2:15:31 AM,Cedar And Walnut,1,154,3:31,,,,Y,,,,
LWANG,Automated Phone,8/25/13,2:16:55,2013,8,25,2,16,55,2:16:55 AM,Derby And College,2,190,3:10,,,,,,Y,,
LWANG,Automated Phone,8/25/13,2:18:33,2013,8,25,2,18,33,2:18:33 AM,Kittredge And Shattuck,1,190,3:10,,,,,Y,Y,,
LWANG,Web/Mobile App,8/25/13,2:19:37,2013,8,25,2,19,37,2:19:37 AM,Telegraph And Parker,1,154,3:31,,,,Y,,,,
JMILLER,Manual,8/25/13,2:23:24,2013,8,25,2,23,24,2:23:24 AM,CKC Horseshoe,2,,,,,,Y,,,,
JMILLER,Manual,8/25/13,2:24:49,2013,8,25,2,24,49,2:24:49 AM,Haste And Atherton,1,,,,,,Y,,,,
LWANG,Web/Mobile App,8/25/13,2:25:58,2013,8,25,2,25,58,2:25:58 AM,Dwight And Shattuck,3,154,3:31,,,,,,Y,,
LWANG,Web/Mobile App,8/25/13,2:28:03,2013,8,25,2,28,3,2:28:03 AM,Haste And Fulton,1,159,3:42,3:47,4:02,1:19,,,,,
LWANG,Automated Phone,8/25/13,2:29:19,2013,8,25,2,29,19,2:29:19 AM,CKC Horseshoe,1,159,3:30,3:39,3:42,1:10,,,,,
JMILLER,Automated Phone,8/25/13,2:34:47,2013,8,25,2,34,47,2:34:47 AM,Hillegass And Parker,1,,,,,,Y,,,,
LWANG,Web/Mobile App,8/25/13,2:36:25,2013,8,25,2,36,25,2:36:25 AM,CKC Horseshoe,1,159,3:19,3:24,3:29,0:48,,,,,
LWANG,Manual,8/25/13,2:41:56,2013,8,25,2,41,56,2:41:56 AM,Ridge And Euclid,1,160,3:42,3:59,4:13,1:17,,,,,
JMILLER,Web/Mobile App,8/25/13,2:44:31,2013,8,25,2,44,31,2:44:31 AM,Hillegass And Parker,1,,,,,,Y,,,,
LWANG,Automated Phone,8/25/13,2:46:14,2013,8,25,2,46,14,2:46:14 AM,Grant And Channing,2,160,3:42,,,,Y,,,,
LWANG,Web/Mobile App,8/25/13,2:48:07,2013,8,25,2,48,7,2:48:07 AM,2313 Roosevelt,1,,3:53,4:01,4:06,1:13,,,,,
LWANG,Automated Phone,8/25/13,2:54:10,2013,8,25,2,54,10,2:54:10 AM,Bancroft And Dana,1,,3:44,3:52,3:52,0:58,,,,,
LWANG,Manual,8/25/13,3:01:35,2013,8,25,3,1,35,3:01:35 AM,Haste And Fulton,1,159,3:43,,,,Y,,,,
LWANG,Automated Phone,8/25/13,3:03:12,2013,8,25,3,3,12,3:03:12 AM,Euclid And Hilgard,1,160,3:51,4:09,4:13,1:05,,,,,
LWANG,Web/Mobile App,8/25/13,3:21:39,2013,8,25,3,21,39,3:21:39 AM,CKC Horseshoe,1,159,3:30,3:36,3:42,0:14,,,,,
LWANG,Automated Phone,8/25/13,3:34:07,2013,8,25,3,34,7,3:34:07 AM,Hearst And Arch,1,,,,,,Y,Y,,,
LWANG,Automated Phone,8/25/13,3:37:52,2013,8,25,3,37,52,3:37:52 AM,Hearst And Arch,1,159,3:43,3:54,4:02,0:16,,,,,
LWANG,Web/Mobile App,8/25/13,3:41:22,2013,8,25,3,41,22,3:41:22 AM,Cedar And Arch,1,154,3:53,,,,Y,Y,,,
LWANG,Automated Phone,8/25/13,3:58:49,2013,8,25,3,58,49,3:58:49 AM,Cedar And Spruce,3,154,4:01,4:11,4:21,0:12,,,,,
LWANG,Manual,8/25/13,3:58:55,2013,8,25,3,58,55,3:58:55 AM,Dwight And Dana,1,154,4:02,4:04,4:21,0:05,,,,,
LWANG,Manual,8/25/13,4:15:24,2013,8,25,4,15,24,4:15:24 AM,Location has been deleted from the DB,5,154,4:19,4:28,4:35,0:12,,,,,
LWANG,Manual,8/25/13,4:41:54,2013,8,25,4,41,54,4:41:54 AM,Oxford And Hearst,2,154,4:42,4:50,4:53,0:08,,,,,
LWANG,Web/Mobile App,8/25/13,5:43:14,2013,8,25,5,43,14,5:43:14 AM,Spruce And Hearst,1,,5:43,5:46,5:46,0:03,,,,,
JCUI,Manual,8/25/13,20:12:19,2013,8,25,20,12,19,8:12:19 PM,Unit 2 College Side,1,,20:14,20:21,20:38,0:09,,,,,
JCUI,Web/Mobile App,8/25/13,20:18:40,2013,8,25,20,18,40,8:18:40 PM,Oxford And Cedar,1,159,20:31,20:42,20:59,0:23,,,,,
JCUI,Manual,8/25/13,20:32:13,2013,8,25,20,32,13,8:32:13 PM,Dana And Dwight,1,,20:39,20:55,21:06,0:23,,,,,
JCUI,Manual,8/25/13,20:32:50,2013,8,25,20,32,50,8:32:50 PM,Unit 2 Courtyard,1,,20:39,20:55,21:07,0:22,,,,,
JCUI,Web/Mobile App,8/25/13,20:38:28,2013,8,25,20,38,28,8:38:28 PM,Dana And Durant,1,159,20:59,21:10,21:16,0:31,,,,,
JCUI,Automated Phone,8/25/13,20:44:23,2013,8,25,20,44,23,8:44:23 PM,Foothill Hillside,1,201,21:10,21:28,21:55,0:44,,,,,
JCUI,Manual,8/25/13,20:48:44,2013,8,25,20,48,44,8:48:44 PM,Prospect And Channing,1,,21:07,21:16,21:33,0:27,,,,,
JCUI,Web/Mobile App,8/25/13,21:12:24,2013,8,25,21,12,24,9:12:24 PM,Foothill La Loma,1,201,21:16,21:40,21:55,0:28,,,,,
JCUI,Web/Mobile App,8/25/13,21:25:23,2013,8,25,21,25,23,9:25:23 PM,Center And Shattuck,1,159,21:34,21:45,22:03,0:20,,,,,
JCUI,Manual,8/25/13,21:31:34,2013,8,25,21,31,34,9:31:34 PM,Unit 1 Courtyard,1,201,21:55,21:57,22:11,0:25,,,,,
JCUI,Web/Mobile App,8/25/13,21:32:41,2013,8,25,21,32,41,9:32:41 PM,Channing And Shattuck,1,159,21:34,21:44,22:03,0:12,,,,,
JCUI,Manual,8/25/13,21:36:11,2013,8,25,21,36,11,9:36:11 PM,Dwight And Benvenue,1,,21:37,21:37,21:42,0:01,,,,,
JCUI,Web/Mobile App,8/25/13,21:36:56,2013,8,25,21,36,56,9:36:56 PM,Allston And Shattuck,1,185,22:19,22:29,22:36,0:52,,,,,
JCUI,Automated Phone,8/25/13,21:40:08,2013,8,25,21,40,8,9:40:08 PM,Foothill Hillside,1,,,,,,Y,,,,
JCUI,Manual,8/25/13,21:40:29,2013,8,25,21,40,29,9:40:29 PM,Unit 2 College Side,1,201,22:11,22:18,22:23,0:38,,,,,
JCUI,Web/Mobile App,8/25/13,21:47:03,2013,8,25,21,47,3,9:47:03 PM,Regent and Parker,1,185,22:19,22:23,22:31,0:36,,,,,
JCUI,Automated Phone,8/25/13,21:49:14,2013,8,25,21,49,14,9:49:14 PM,2443 Hilguard Ave,2,185,22:01,22:18,22:21,0:29,,,,,
JCUI,Automated Phone,8/25/13,21:55:09,2013,8,25,21,55,9,9:55:09 PM,Spruce And Cedar,1,185,22:36,22:41,22:48,0:45,,,,,
JCUI,Manual,8/25/13,22:01:29,2013,8,25,22,1,29,10:01:29 PM,Dwight And Benvenue,1,185,22:06,22:07,22:10,0:05,,,,,
JCUI,Manual,8/25/13,22:02:23,2013,8,25,22,2,23,10:02:23 PM,University And Shattuck,1,185,22:51,23:28,23:46,1:26,,,,,
JCUI,Automated Phone,8/25/13,22:12:05,2013,8,25,22,12,5,10:12:05 PM,2830 Bancroft Steps,1,,,,,,Y,,,,
JCUI,Manual,8/25/13,22:14:10,2013,8,25,22,14,10,10:14:10 PM,Unit 3 Courtyard,1,201,22:23,22:26,22:36,0:12,,,,,
JCUI,Web/Mobile App,8/25/13,22:15:28,2013,8,25,22,15,28,10:15:28 PM,Virginia And Le Roy,1,185,23:04,23:28,23:47,1:12,,,,,
JCUI,Manual,8/25/13,22:17:34,2013,8,25,22,17,34,10:17:34 PM,Channing And Ellsworth,1,,22:36,22:42,22:51,0:25,,,,,
JCUI,Manual,8/25/13,22:19:05,2013,8,25,22,19,5,10:19:05 PM,Unit 2 Courtyard,2,,,,,,Y,,,,
JCUI,Manual,8/25/13,22:21:11,2013,8,25,22,21,11,10:21:11 PM,Shattuck And Deleware,1,185,23:04,23:28,23:47,1:07,,,,,
JCUI,Automated Phone,8/25/13,22:27:44,2013,8,25,22,27,44,10:27:44 PM,Dwight And Fulton,1,158,22:46,,,,Y,,,,
JCUI,Automated Phone,8/25/13,22:29:23,2013,8,25,22,29,23,10:29:23 PM,Unit 2 College Side,1,185,22:50,,,,Y,,,,
JCUI,Web/Mobile App,8/25/13,22:29:44,2013,8,25,22,29,44,10:29:44 PM,Parker And Ellsworth,1,158,22:46,,,,Y,,,,
JCUI,Automated Phone,8/25/13,22:34:31,2013,8,25,22,34,31,10:34:31 PM,Cedar And Walnut,1,185,23:04,,,,Y,,,,
JCUI,Manual,8/25/13,22:35:44,2013,8,25,22,35,44,10:35:44 PM,Francisco And Milvia,1,185,22:36,22:45,22:54,0:09,,,,,
JCUI,Manual,8/25/13,22:55:11,2013,8,25,22,55,11,10:55:11 PM,Durant And Shattuck,1,,22:58,23:06,23:18,0:11,,,,,
JCUI,Web/Mobile App,8/25/13,22:59:30,2013,8,25,22,59,30,10:59:30 PM,2529 Benvenue,1,201,23:06,23:19,23:19,0:19,,,,,
JCUI,Web/Mobile App,8/25/13,23:06:33,2013,8,25,23,6,33,11:06:33 PM,Dwight And Prospect,1,158,23:11,23:28,23:41,0:22,,,,,
JCUI,Web/Mobile App,8/25/13,23:12:49,2013,8,25,23,12,49,11:12:49 PM,Ridge And Leroy,1,185,23:16,23:20,23:47,0:07,,,,,
JCUI,Manual,8/25/13,23:25:08,2013,8,25,23,25,8,11:25:08 PM,Stern,1,201,23:25,23:42,23:57,0:17,,,,,
JCUI,Web/Mobile App,8/25/13,23:25:37,2013,8,25,23,25,37,11:25:37 PM,CKC Horseshoe,1,,23:27,23:42,23:56,0:16,,,,,
JCUI,Automated Phone,8/25/13,23:29:26,2013,8,25,23,29,26,11:29:26 PM,Benvenue And Derby,1,185,23:35,23:42,23:46,0:12,,,,,
JCUI,Manual,8/25/13,23:30:31,2013,8,25,23,30,31,11:30:31 PM,CKC Horseshoe,2,,,,,,Y,,,,
JCUI,Automated Phone,8/25/13,23:31:39,2013,8,25,23,31,39,11:31:39 PM,Spruce And Hearst,1,185,23:35,23:48,0:02,0:17,,,,,
JCUI,Web/Mobile App,8/25/13,23:32:28,2013,8,25,23,32,28,11:32:28 PM,Highland And Hearst,1,185,23:38,23:48,0:02,0:15,,,,,
JCUI,Web/Mobile App,8/25/13,23:33:06,2013,8,25,23,33,6,11:33:06 PM,Parker And Hillegass,1,185,23:36,23:42,23:47,0:08,,,,,
JCUI,Web/Mobile App,8/25/13,23:34:41,2013,8,25,23,34,41,11:34:41 PM,CKC Horseshoe,1,158,23:40,23:48,23:57,0:13,,,,,
JCUI,Automated Phone,8/25/13,23:41:35,2013,8,25,23,41,35,11:41:35 PM,Unit 2 Courtyard,1,185,0:01,0:09,0:15,0:27,,,,,
JCUI,Manual,8/25/13,23:50:23,2013,8,25,23,50,23,11:50:23 PM,CKC Horseshoe,1,,23:57,0:07,0:18,0:17,,,,,
JCUI,Manual,8/25/13,23:50:40,2013,8,25,23,50,40,11:50:40 PM,Parker And Hillegass,1,185,0:01,0:09,0:15,0:18,,,,,
JCUI,Web/Mobile App,8/26/13,0:08:23,2013,8,26,0,8,23,12:08:23 AM,2600 Ridge,2,185,0:14,0:24,0:35,0:16,,,,,
JCUI,Web/Mobile App,8/26/13,0:14:08,2013,8,26,0,14,8,12:14:08 AM,1927 Dwight Way,1,185,0:15,0:24,0:35,0:10,,,,,
JCUI,Manual,8/26/13,0:17:40,2013,8,26,0,17,40,12:17:40 AM,Unit 2 College Side,1,159,0:19,0:25,0:35,0:08,,,,,
JCUI,Automated Phone,8/26/13,0:30:42,2013,8,26,0,30,42,12:30:42 AM,University Avenue and Sacramento Street,1,185,0:35,0:43,0:50,0:13,,,,,
JCUI,Automated Phone,8/26/13,0:47:34,2013,8,26,0,47,34,12:47:34 AM,Francisco And Mlk,1,185,0:50,1:02,1:08,0:14,,,,,
JCUI,Web/Mobile App,8/26/13,1:04:24,2013,8,26,1,4,24,1:04:24 AM,Hillegass And Parker,1,185,1:07,1:19,1:20,0:14,,,,,
JCUI,Web/Mobile App,8/26/13,1:54:37,2013,8,26,1,54,37,1:54:37 AM,2313 Roosevelt,1,182,1:56,2:01,2:02,0:07,,,,,
ATAITAGUE,Manual,8/26/13,2:01:27,2013,8,26,2,1,27,2:01:27 AM,Dwight And Milvia,1,182,2:12,2:17,2:23,0:16,,,,,
ATAITAGUE,Manual,8/26/13,2:18:31,2013,8,26,2,18,31,2:18:31 AM,Channing And Ellsworth,3,182,2:22,2:27,2:29,0:08,,,,,
ATAITAGUE,Web/Mobile App,8/26/13,2:42:46,2013,8,26,2,42,46,2:42:46 AM,Rose Street and Oxford Street,1,169,2:43,2:53,2:57,0:11,,,,,
ATAITAGUE,Web/Mobile App,8/26/13,5:13:31,2013,8,26,5,13,31,5:13:31 AM,Dana And Haste,1,182,5:15,5:22,5:22,0:08,,,,,
,Web/Mobile App,8/26/13,20:12:46,2013,8,26,20,12,46,8:12:46 PM,College And Parker,1,,20:18,,,,Y,,,,
,Manual,8/26/13,20:14:18,2013,8,26,20,14,18,8:14:18 PM,CKC Horseshoe,1,,20:18,20:21,20:47,0:07,,,,,
,Web/Mobile App,8/26/13,20:18:52,2013,8,26,20,18,52,8:18:52 PM,CKC Horseshoe,1,,20:20,20:20,20:47,0:01,,,,,
,Web/Mobile App,8/26/13,20:35:23,2013,8,26,20,35,23,8:35:23 PM,Valley Life Sciences Building,1,,,,,,Y,,,,SHUTTLED
,Automated Phone,8/26/13,20:44:47,2013,8,26,20,44,47,8:44:47 PM,Piedmont And Dwight,1,,,,,,Y,,,,SHUTTLED
,Manual,8/26/13,20:56:28,2013,8,26,20,56,28,8:56:28 PM,Telegraph Avenue And Parker,1,,20:58,21:11,21:25,0:14,,,,,
,Web/Mobile App,8/26/13,21:09:10,2013,8,26,21,9,10,9:09:10 PM,Stern Fire Lane,1,198,21:10,21:13,21:17,0:04,,,,,
,Automated Phone,8/26/13,21:10:43,2013,8,26,21,10,43,9:10:43 PM,Euclid And Hilgard,1,,21:12,21:20,21:36,0:09,,,,,
,Manual,8/26/13,21:17:12,2013,8,26,21,17,12,9:17:12 PM,2220 Dwight,1,,21:22,21:30,21:47,0:12,,,,,
,Automated Phone,8/26/13,21:22:14,2013,8,26,21,22,14,9:22:14 PM,Unit 3 Durant Side,1,198,21:25,21:32,21:36,0:10,,,,,
,Automated Phone,8/26/13,21:35:27,2013,8,26,21,35,27,9:35:27 PM,Parker And Ellsworth,1,198,21:39,21:56,22:03,0:21,,,,,
,Web/Mobile App,8/26/13,21:36:40,2013,8,26,21,36,40,9:36:40 PM,2615 Telegraph Ave,1,198,21:37,21:48,22:03,0:11,,,,,
,Web/Mobile App,8/26/13,21:43:51,2013,8,26,21,43,51,9:43:51 PM,Benvenue Avenue and Dwight Place,1,,21:52,21:59,22:11,0:15,,,,,
,Manual,8/26/13,21:44:59,2013,8,26,21,44,59,9:44:59 PM,Blake And Ellsworth,1,,21:53,22:05,22:16,0:20,,,,,
,Web/Mobile App,8/26/13,21:52:35,2013,8,26,21,52,35,9:52:35 PM,Center Street and Oxford Street,1,,22:16,,,,Y,,,,
,Manual,8/26/13,21:53:11,2013,8,26,21,53,11,9:53:11 PM,2517 Piedmont Avenue,1,,22:11,22:14,22:23,0:20,,,,,
,Automated Phone,8/26/13,21:59:32,2013,8,26,21,59,32,9:59:32 PM,Ridge And Highland,1,198,22:04,22:18,22:32,0:18,,,,,
,Manual,8/26/13,22:02:55,2013,8,26,22,2,55,10:02:55 PM,Haste And Ellsworth,2,198,22:04,22:11,22:32,0:08,,,,,
,Manual,8/26/13,22:12:00,2013,8,26,22,12,0,10:12:00 PM,Hillegas And Dwight,1,,22:24,22:27,22:37,0:15,,,,,
,Automated Phone,8/26/13,22:15:54,2013,8,26,22,15,54,10:15:54 PM,Ridge And Euclid,1,,,,,,Y,,,,
,Automated Phone,8/26/13,22:16:30,2013,8,26,22,16,30,10:16:30 PM,Francisco And Mlk,1,198,22:20,22:34,22:44,0:17,,,,,
,Web/Mobile App,8/26/13,22:20:17,2013,8,26,22,20,17,10:20:17 PM,1786 Spruce,1,198,22:20,22:37,22:44,0:17,,,,,
,Automated Phone,8/26/13,22:24:33,2013,8,26,22,24,33,10:24:33 PM,Unit 2 College Side,1,,,,,,Y,,,,
